KEGG	GS115_MIT
ppa:PAS_chr1-4_0514	lcl|CP014715.1_cds_AOA66339.1_1275
ppa:PAS_chr1-4_0515	lcl|CP014715.1_cds_AOA66090.1_1276
ppa:PAS_chr1-4_0516	lcl|CP014715.1_cds_AOA65404.1_1277
ppa:PAS_chr1-4_0517	lcl|CP014715.1_cds_AOA65800.1_1278
ppa:PAS_chr1-4_0518	lcl|CP014715.1_cds_AOA65478.1_1279
ppa:PAS_chr1-4_0519	lcl|CP014715.1_cds_AOA66033.1_1280
ppa:PAS_chr1-4_0519	lcl|CP014715.1_cds_AOA66033.1_1280
ppa:PAS_chr1-4_0520	lcl|CP014715.1_cds_AOA66525.1_1281
ppa:PAS_chr1-4_0521	lcl|CP014715.1_cds_AOA66127.1_1282
ppa:PAS_chr1-4_0522	lcl|CP014715.1_cds_AOA66771.1_1283
ppa:PAS_chr1-4_0523	lcl|CP014715.1_cds_AOA66616.1_1284
ppa:PAS_chr1-4_0524	lcl|CP014715.1_cds_AOA65417.1_1285
ppa:PAS_chr1-4_0525	lcl|CP014715.1_cds_AOA65512.1_1286
ppa:PAS_chr1-4_0526	lcl|CP014715.1_cds_AOA65940.1_1287
ppa:PAS_chr1-4_0686	lcl|CP014715.1_cds_AOA66734.1_1288
ppa:PAS_chr1-4_0527	lcl|CP014715.1_cds_AOA66369.1_1289
ppa:PAS_chr1-4_0528	lcl|CP014715.1_cds_AOA66914.1_1290
ppa:PAS_chr1-4_0529	lcl|CP014715.1_cds_AOA65557.1_1291
ppa:PAS_chr1-4_0530	lcl|CP014715.1_cds_AOA65551.1_1292
ppa:PAS_chr1-4_0531	lcl|CP014715.1_cds_AOA66550.1_1293
ppa:PAS_chr1-4_0532	lcl|CP014715.1_cds_AOA66078.1_1295
ppa:PAS_chr1-4_0532	lcl|CP014715.1_cds_AOA65413.1_1294
ppa:PAS_chr1-4_0533	lcl|CP014715.1_cds_AOA66891.1_1296
ppa:PAS_chr1-4_0534	lcl|CP014715.1_cds_AOA66747.1_1297
ppa:PAS_chr1-4_0535	lcl|CP014715.1_cds_AOA66254.1_1298
ppa:PAS_chr1-4_0687	lcl|CP014715.1_cds_AOA66697.1_1299
ppa:PAS_chr1-4_0537	lcl|CP014715.1_cds_AOA65584.1_1300
ppa:PAS_chr1-4_0688	lcl|CP014715.1_cds_AOA66460.1_1301
ppa:PAS_chr1-4_0688	lcl|CP014715.1_cds_AOA65840.1_1302
ppa:PAS_chr1-4_0538	lcl|CP014715.1_cds_AOA66473.1_1303
ppa:PAS_chr1-4_0539	lcl|CP014715.1_cds_AOA65653.1_1304
ppa:PAS_chr1-4_0540	lcl|CP014715.1_cds_AOA66614.1_1305
ppa:PAS_chr1-4_0541	lcl|CP014715.1_cds_AOA66266.1_1306
ppa:PAS_chr1-4_0542	lcl|CP014715.1_cds_AOA66492.1_1307
ppa:PAS_chr1-4_0543	lcl|CP014715.1_cds_AOA66389.1_1308
ppa:PAS_chr1-4_0544	lcl|CP014715.1_cds_AOA65874.1_1309
ppa:PAS_chr1-4_0545	lcl|CP014715.1_cds_AOA66053.1_1310
ppa:PAS_chr1-4_0689	lcl|CP014715.1_cds_AOA66845.1_1311
ppa:PAS_chr1-4_0546	lcl|CP014715.1_cds_AOA66325.1_1312
ppa:PAS_chr1-4_0547	lcl|CP014715.1_cds_AOA66412.1_1313
ppa:PAS_chr1-4_0548	lcl|CP014715.1_cds_AOA65667.1_1314
ppa:PAS_chr1-4_0549	lcl|CP014715.1_cds_AOA66826.1_1315
ppa:PAS_chr1-4_0550	lcl|CP014715.1_cds_AOA66915.1_1316
ppa:PAS_chr1-4_0551	lcl|CP014715.1_cds_AOA66032.1_1317
ppa:PAS_chr1-4_0552	lcl|CP014715.1_cds_AOA66271.1_1318
ppa:PAS_chr1-4_0553	lcl|CP014715.1_cds_AOA66489.1_1319
ppa:PAS_chr1-4_0555	lcl|CP014715.1_cds_AOA65432.1_1320
ppa:PAS_chr1-4_0556	lcl|CP014715.1_cds_AOA66594.1_1321
ppa:PAS_chr1-4_0557	lcl|CP014715.1_cds_AOA66365.1_1322
ppa:PAS_chr1-4_0558	lcl|CP014715.1_cds_AOA66282.1_1323
ppa:PAS_chr1-4_0559	lcl|CP014715.1_cds_AOA66738.1_1324
ppa:PAS_chr1-4_0560	lcl|CP014715.1_cds_AOA66093.1_1325
ppa:PAS_chr1-4_0561	lcl|CP014715.1_cds_AOA65928.1_1326
ppa:PAS_chr1-4_0562	lcl|CP014715.1_cds_AOA66306.1_1328
ppa:PAS_chr1-4_0563	lcl|CP014715.1_cds_AOA66351.1_1330
ppa:PAS_chr1-4_0564	lcl|CP014715.1_cds_AOA66374.1_1331
ppa:PAS_chr1-4_0565	lcl|CP014715.1_cds_AOA66511.1_1332
ppa:PAS_chr1-4_0566	lcl|CP014715.1_cds_AOA65839.1_1333
ppa:PAS_chr1-4_0567	lcl|CP014715.1_cds_AOA66602.1_1334
ppa:PAS_chr1-4_0569	lcl|CP014715.1_cds_AOA65970.1_1335
ppa:PAS_chr1-4_0570	lcl|CP014715.1_cds_AOA66259.1_1336
ppa:PAS_chr1-4_0690	lcl|CP014715.1_cds_AOA66190.1_1337
ppa:PAS_chr1-4_0571	lcl|CP014715.1_cds_AOA66515.1_1338
ppa:PAS_chr1-4_0572	lcl|CP014715.1_cds_AOA65683.1_1339
ppa:PAS_chr1-4_0573	lcl|CP014715.1_cds_AOA66142.1_1340
ppa:PAS_chr1-4_0703	lcl|CP014715.1_cds_AOA65910.1_1342
ppa:PAS_chr1-4_0575	lcl|CP014715.1_cds_AOA66829.1_1343
ppa:PAS_chr1-4_0576	lcl|CP014715.1_cds_AOA65959.1_1344
ppa:PAS_chr1-4_0577	lcl|CP014715.1_cds_AOA66513.1_1345
ppa:PAS_chr1-4_0578	lcl|CP014715.1_cds_AOA66240.1_1346
ppa:PAS_chr1-4_0579	lcl|CP014715.1_cds_AOA66866.1_1347
ppa:PAS_chr1-4_0580	lcl|CP014715.1_cds_AOA66534.1_1348
ppa:PAS_chr1-4_0582	lcl|CP014715.1_cds_AOA66227.1_1350
ppa:PAS_chr1-4_0584	lcl|CP014715.1_cds_AOA66890.1_1351
ppa:PAS_chr1-4_0585	lcl|CP014715.1_cds_AOA66676.1_1352
ppa:PAS_chr1-4_0586	lcl|CP014715.1_cds_AOA65974.1_1353
ppa:PAS_chr1-4_0587	lcl|CP014715.1_cds_AOA65447.1_1354
ppa:PAS_chr1-4_0691	lcl|CP014715.1_cds_AOA65831.1_1355
ppa:PAS_chr1-4_0691	lcl|CP014715.1_cds_AOA65831.1_1355
ppa:PAS_chr1-4_0691	lcl|CP014716.1_cds_AOA67130.1_2827
ppa:PAS_chr1-4_0691	lcl|CP014716.1_cds_AOA67130.1_2827
ppa:PAS_chr1-4_0588	lcl|CP014715.1_cds_AOA65961.1_1356
ppa:PAS_chr1-4_0589	lcl|CP014715.1_cds_AOA66183.1_1357
ppa:PAS_chr1-4_0590	lcl|CP014715.1_cds_AOA65949.1_1358
ppa:PAS_chr1-4_0591	lcl|CP014715.1_cds_AOA65608.1_1359
ppa:PAS_chr1-4_0692	lcl|CP014715.1_cds_AOA65556.1_1360
ppa:PAS_chr1-4_0592	lcl|CP014715.1_cds_AOA66148.1_1361
ppa:PAS_chr1-4_0593	lcl|CP014715.1_cds_AOA65688.1_1362
ppa:PAS_chr1-4_0594	lcl|CP014715.1_cds_AOA66264.1_1363
ppa:PAS_chr1-4_0595	lcl|CP014715.1_cds_AOA66450.1_1364
ppa:PAS_chr1-4_0596	lcl|CP014715.1_cds_AOA66655.1_1365
ppa:PAS_chr1-4_0596	lcl|CP014715.1_cds_AOA66655.1_1365
ppa:PAS_chr1-4_0597	lcl|CP014715.1_cds_AOA65946.1_1366
ppa:PAS_chr1-4_0598	lcl|CP014715.1_cds_AOA65815.1_1367
ppa:PAS_chr1-4_0599	lcl|CP014715.1_cds_AOA66379.1_1368
ppa:PAS_chr1-4_0601	lcl|CP014715.1_cds_AOA66455.1_1369
ppa:PAS_chr1-4_0602	lcl|CP014715.1_cds_AOA65864.1_1370
ppa:PAS_chr1-4_0603	lcl|CP014715.1_cds_AOA66860.1_1371
ppa:PAS_chr1-4_0604	lcl|CP014715.1_cds_AOA66527.1_1372
ppa:PAS_chr1-4_0605	lcl|CP014715.1_cds_AOA65923.1_1373
ppa:PAS_chr1-4_0606	lcl|CP014715.1_cds_AOA66873.1_1374
ppa:PAS_chr1-4_0607	lcl|CP014715.1_cds_AOA66019.1_1375
ppa:PAS_chr1-4_0608	lcl|CP014715.1_cds_AOA66737.1_1376
ppa:PAS_chr1-4_0609	lcl|CP014715.1_cds_AOA65371.1_1377
ppa:PAS_chr1-4_0610	lcl|CP014715.1_cds_AOA65850.1_1378
ppa:PAS_chr1-4_0611	lcl|CP014715.1_cds_AOA65576.1_1379
ppa:PAS_chr1-4_0612	lcl|CP014715.1_cds_AOA66877.1_1380
ppa:PAS_chr1-4_0613	lcl|CP014715.1_cds_AOA66483.1_1381
ppa:PAS_chr1-4_0614	lcl|CP014715.1_cds_AOA65717.1_1382
ppa:PAS_chr1-4_0615	lcl|CP014715.1_cds_AOA66726.1_1383
ppa:PAS_chr1-4_0616	lcl|CP014715.1_cds_AOA66209.1_1384
ppa:PAS_chr1-4_0617	lcl|CP014715.1_cds_AOA66020.1_1385
ppa:PAS_chr1-4_0618	lcl|CP014715.1_cds_AOA65466.1_1386
ppa:PAS_chr1-4_0619	lcl|CP014715.1_cds_AOA66193.1_1387
ppa:PAS_chr1-4_0620	lcl|CP014715.1_cds_AOA65929.1_1388
ppa:PAS_chr1-4_0696	lcl|CP014715.1_cds_AOA66310.1_1389
ppa:PAS_chr1-4_0621	lcl|CP014715.1_cds_AOA66066.1_1390
ppa:PAS_chr1-4_0622	lcl|CP014715.1_cds_AOA66781.1_1391
ppa:PAS_chr1-4_0623	lcl|CP014715.1_cds_AOA66538.1_1392
ppa:PAS_chr1-4_0624	lcl|CP014715.1_cds_AOA66042.1_1393
ppa:PAS_chr1-4_0625	lcl|CP014715.1_cds_AOA66135.1_1395
ppa:PAS_chr1-4_0626	lcl|CP014715.1_cds_AOA65989.1_1396
ppa:PAS_chr1-4_0627	lcl|CP014715.1_cds_AOA66471.1_1397
ppa:PAS_chr1-4_0628	lcl|CP014715.1_cds_AOA65543.1_1398
ppa:PAS_chr1-4_0628	lcl|CP014715.1_cds_AOA65543.1_1398
ppa:PAS_chr1-4_0629	lcl|CP014715.1_cds_AOA66872.1_1399
ppa:PAS_chr1-4_0630	lcl|CP014715.1_cds_AOA66334.1_1400
ppa:PAS_chr1-4_0704	lcl|CP014715.1_cds_AOA66611.1_1401
ppa:PAS_chr1-4_0631	lcl|CP014715.1_cds_AOA65725.1_1402
ppa:PAS_chr1-4_0632	lcl|CP014715.1_cds_AOA65937.1_1403
ppa:PAS_chr1-4_0633	lcl|CP014715.1_cds_AOA66839.1_1404
ppa:PAS_chr1-4_0634	lcl|CP014715.1_cds_AOA66859.1_1405
ppa:PAS_chr1-4_0635	lcl|CP014715.1_cds_AOA66728.1_1406
ppa:PAS_chr1-4_0636	lcl|CP014715.1_cds_AOA65406.1_1407
ppa:PAS_chr1-4_0637	lcl|CP014715.1_cds_AOA65387.1_1408
ppa:PAS_chr1-4_0638	lcl|CP014715.1_cds_AOA65971.1_1409
ppa:PAS_chr1-4_0639	lcl|CP014715.1_cds_AOA66558.1_1410
ppa:PAS_chr1-4_0640	lcl|CP014715.1_cds_AOA66230.1_1411
ppa:PAS_chr1-4_0642	lcl|CP014715.1_cds_AOA65598.1_1412
ppa:PAS_chr1-4_0643	lcl|CP014715.1_cds_AOA66441.1_1413
ppa:PAS_chr1-4_0644	lcl|CP014715.1_cds_AOA66537.1_1414
ppa:PAS_chr1-4_0701	lcl|CP014715.1_cds_AOA66428.1_1415
ppa:PAS_chr1-4_0645	lcl|CP014715.1_cds_AOA66154.1_1416
ppa:PAS_chr1-4_0646	lcl|CP014715.1_cds_AOA66535.1_1417
ppa:PAS_chr1-4_0647	lcl|CP014715.1_cds_AOA66606.1_1418
ppa:PAS_chr1-4_0648	lcl|CP014715.1_cds_AOA66012.1_1419
ppa:PAS_chr1-4_0648	lcl|CP014715.1_cds_AOA66012.1_1419
ppa:PAS_chr1-4_0649	lcl|CP014715.1_cds_AOA65486.1_1420
ppa:PAS_chr1-4_0649	lcl|CP014718.1_cds_AOA69461.1_4961
ppa:PAS_chr1-4_0650	lcl|CP014715.1_cds_AOA66689.1_1421
ppa:PAS_chr1-4_0651	lcl|CP014715.1_cds_AOA65673.1_1422
ppa:PAS_c121_0002	lcl|CP014715.1_cds_AOA65383.1_1423
ppa:PAS_c121_0003	lcl|CP014715.1_cds_AOA66711.1_1424
ppa:PAS_c121_0004	lcl|CP014715.1_cds_AOA66370.1_1425
ppa:PAS_c121_0018	lcl|CP014715.1_cds_AOA65473.1_1426
ppa:PAS_c121_0005	lcl|CP014715.1_cds_AOA66150.1_1427
ppa:PAS_c121_0006	lcl|CP014715.1_cds_AOA66371.1_1428
ppa:PAS_c121_0006	lcl|CP014715.1_cds_AOA66846.1_1429
ppa:PAS_c121_0007	lcl|CP014715.1_cds_AOA65932.1_1430
ppa:PAS_c121_0008	lcl|CP014715.1_cds_AOA65609.1_1431
ppa:PAS_c121_0008	lcl|CP014715.1_cds_AOA65610.1_1432
ppa:PAS_c121_0009	lcl|CP014715.1_cds_AOA66132.1_1433
ppa:PAS_c121_0010	lcl|CP014715.1_cds_AOA65531.1_1434
ppa:PAS_c121_0011	lcl|CP014715.1_cds_AOA66312.1_1435
ppa:PAS_c121_0012	lcl|CP014715.1_cds_AOA66573.1_1436
ppa:PAS_c121_0019	lcl|CP014715.1_cds_AOA65823.1_1437
ppa:PAS_c121_0013	lcl|CP014715.1_cds_AOA65472.1_1438
ppa:PAS_c121_0014	lcl|CP014715.1_cds_AOA65552.1_1439
ppa:PAS_c121_0015	lcl|CP014715.1_cds_AOA66780.1_1440
ppa:PAS_c121_0017	lcl|CP014715.1_cds_AOA65452.1_1441
ppa:PAS_c121_0017	lcl|CP014715.1_cds_AOA65452.1_1441
ppa:PAS_FragB_0071	lcl|CP014715.1_cds_AOA65781.1_1442
ppa:PAS_FragB_0002	lcl|CP014715.1_cds_AOA66620.1_1443
ppa:PAS_FragB_0003	lcl|CP014715.1_cds_AOA65514.1_1444
ppa:PAS_FragB_0005	lcl|CP014715.1_cds_AOA65767.1_1445
ppa:PAS_FragB_0006	lcl|CP014715.1_cds_AOA65876.1_1446
ppa:PAS_FragB_0007	lcl|CP014715.1_cds_AOA66144.1_1447
ppa:PAS_FragB_0008	lcl|CP014715.1_cds_AOA66022.1_1448
ppa:PAS_FragB_0009	lcl|CP014715.1_cds_AOA66522.1_1449
ppa:PAS_FragB_0010	lcl|CP014715.1_cds_AOA65546.1_1450
ppa:PAS_FragB_0011	lcl|CP014715.1_cds_AOA65583.1_1451
ppa:PAS_FragB_0012	lcl|CP014715.1_cds_AOA65630.1_1452
ppa:PAS_FragB_0072	lcl|CP014715.1_cds_AOA66206.1_1454
ppa:PAS_FragB_0013	lcl|CP014715.1_cds_AOA65645.1_1456
ppa:PAS_FragB_0014	lcl|CP014715.1_cds_AOA66431.1_1457
ppa:PAS_FragB_0015	lcl|CP014715.1_cds_AOA66013.1_1458
ppa:PAS_FragB_0018	lcl|CP014715.1_cds_AOA65934.1_1459
ppa:PAS_FragB_0019	lcl|CP014715.1_cds_AOA66741.1_1460
ppa:PAS_FragB_0020	lcl|CP014715.1_cds_AOA65479.1_1461
ppa:PAS_FragB_0073	lcl|CP014715.1_cds_AOA66110.1_1463
ppa:PAS_FragB_0022	lcl|CP014715.1_cds_AOA66767.1_1464
ppa:PAS_FragB_0023	lcl|CP014715.1_cds_AOA65965.1_1465
ppa:PAS_FragB_0024	lcl|CP014715.1_cds_AOA65953.1_1466
ppa:PAS_FragB_0025	lcl|CP014715.1_cds_AOA66566.1_1467
ppa:PAS_FragB_0026	lcl|CP014715.1_cds_AOA65590.1_1468
ppa:PAS_FragB_0027	lcl|CP014715.1_cds_AOA66782.1_1469
ppa:PAS_FragB_0028	lcl|CP014715.1_cds_AOA65522.1_1470
ppa:PAS_FragB_0029	lcl|CP014715.1_cds_AOA65682.1_1471
ppa:PAS_FragB_0030	lcl|CP014715.1_cds_AOA65500.1_1472
ppa:PAS_FragB_0031	lcl|CP014715.1_cds_AOA65707.1_1473
ppa:PAS_FragB_0031	lcl|CP014715.1_cds_AOA65873.1_1474
ppa:PAS_FragB_0032	lcl|CP014715.1_cds_AOA66459.1_1475
ppa:PAS_FragB_0034	lcl|CP014715.1_cds_AOA66125.1_1476
ppa:PAS_FragB_0035	lcl|CP014715.1_cds_AOA66505.1_1477
ppa:PAS_FragB_0036	lcl|CP014715.1_cds_AOA66216.1_1478
ppa:PAS_FragB_0037	lcl|CP014715.1_cds_AOA66586.1_1479
ppa:PAS_FragB_0038	lcl|CP014715.1_cds_AOA65378.1_1480
ppa:PAS_FragB_0074	lcl|CP014715.1_cds_AOA66800.1_1481
ppa:PAS_FragB_0075	lcl|CP014715.1_cds_AOA66497.1_1482
ppa:PAS_FragB_0039	lcl|CP014715.1_cds_AOA65453.1_1483
ppa:PAS_FragB_0076	lcl|CP014715.1_cds_AOA66504.1_1484
ppa:PAS_FragB_0040	lcl|CP014715.1_cds_AOA66092.1_1485
ppa:PAS_FragB_0041	lcl|CP014715.1_cds_AOA66795.1_1486
ppa:PAS_FragB_0042	lcl|CP014715.1_cds_AOA66258.1_1487
ppa:PAS_FragB_0043	lcl|CP014715.1_cds_AOA65927.1_1488
ppa:PAS_FragB_0044	lcl|CP014715.1_cds_AOA65448.1_1489
ppa:PAS_FragB_0045	lcl|CP014715.1_cds_AOA65759.1_1490
ppa:PAS_FragB_0046	lcl|CP014715.1_cds_AOA66480.1_1491
ppa:PAS_FragB_0048	lcl|CP014715.1_cds_AOA65822.1_1492
ppa:PAS_FragB_0049	lcl|CP014715.1_cds_AOA65735.1_1493
ppa:PAS_FragB_0050	lcl|CP014715.1_cds_AOA66060.1_1494
ppa:PAS_FragB_0051	lcl|CP014715.1_cds_AOA66902.1_1495
ppa:PAS_FragB_0052	lcl|CP014715.1_cds_AOA65877.1_1496
ppa:PAS_FragB_0053	lcl|CP014715.1_cds_AOA65793.1_1497
ppa:PAS_FragB_0054	lcl|CP014715.1_cds_AOA66364.1_1498
ppa:PAS_FragB_0055	lcl|CP014715.1_cds_AOA66281.1_1499
ppa:PAS_FragB_0056	lcl|CP014715.1_cds_AOA66834.1_1500
ppa:PAS_FragB_0057	lcl|CP014715.1_cds_AOA65945.1_1501
ppa:PAS_FragB_0058	lcl|CP014715.1_cds_AOA65697.1_1503
ppa:PAS_FragB_0058	lcl|CP014715.1_cds_AOA65697.1_1503
ppa:PAS_FragB_0058	lcl|CP014715.1_cds_AOA65697.1_1503
ppa:PAS_FragB_0058	lcl|CP014715.1_cds_AOA65697.1_1503
ppa:PAS_FragB_0058	lcl|CP014715.1_cds_AOA65888.1_1502
ppa:PAS_FragB_0059	lcl|CP014715.1_cds_AOA66889.1_1504
ppa:PAS_FragB_0061	lcl|CP014715.1_cds_AOA66458.1_1505
ppa:PAS_FragB_0062	lcl|CP014715.1_cds_AOA66494.1_1506
ppa:PAS_FragB_0063	lcl|CP014715.1_cds_AOA66404.1_1507
ppa:PAS_FragB_0064	lcl|CP014715.1_cds_AOA66023.1_1508
ppa:PAS_FragB_0077	lcl|CP014715.1_cds_AOA65747.1_1509
ppa:PAS_FragB_0065	lcl|CP014715.1_cds_AOA66160.1_1510
ppa:PAS_FragB_0066	lcl|CP014715.1_cds_AOA66103.1_1511
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_FragB_0067	lcl|CP014715.1_cds_AOA65809.1_1513
ppa:PAS_chr2-1_0002	lcl|CP014716.1_cds_AOA67658.1_1550
ppa:PAS_chr2-1_0004	lcl|CP014716.1_cds_AOA66970.1_1552
ppa:PAS_chr2-1_0005	lcl|CP014716.1_cds_AOA67634.1_1554
ppa:PAS_chr2-1_0006	lcl|CP014716.1_cds_AOA67138.1_1555
ppa:PAS_chr2-1_0008	lcl|CP014716.1_cds_AOA67650.1_1556
ppa:PAS_chr2-1_0008	lcl|CP014718.1_cds_AOA70391.1_4948
ppa:PAS_chr2-1_0009	lcl|CP014716.1_cds_AOA67695.1_1557
ppa:PAS_chr2-1_0011	lcl|CP014716.1_cds_AOA67948.1_1558
ppa:PAS_chr2-1_0012	lcl|CP014716.1_cds_AOA67548.1_1559
ppa:PAS_chr2-1_0012	lcl|CP014717.1_cds_AOA68710.1_3152
ppa:PAS_chr2-1_0014	lcl|CP014716.1_cds_AOA67805.1_1560
ppa:PAS_chr2-1_0016	lcl|CP014716.1_cds_AOA67926.1_1561
ppa:PAS_chr2-1_0017	lcl|CP014716.1_cds_AOA67232.1_1562
ppa:PAS_chr2-1_0021	lcl|CP014716.1_cds_AOA67664.1_1563
ppa:PAS_chr2-1_0023	lcl|CP014716.1_cds_AOA67993.1_1564
ppa:PAS_chr2-1_0024	lcl|CP014716.1_cds_AOA66950.1_1565
ppa:PAS_chr2-1_0806	lcl|CP014716.1_cds_AOA67668.1_1566
ppa:PAS_chr2-1_0025	lcl|CP014716.1_cds_AOA67945.1_1567
ppa:PAS_chr2-1_0026	lcl|CP014716.1_cds_AOA67478.1_1568
ppa:PAS_chr2-1_0027	lcl|CP014716.1_cds_AOA68030.1_1569
ppa:PAS_chr2-1_0028	lcl|CP014716.1_cds_AOA67123.1_1570
ppa:PAS_chr2-1_0029	lcl|CP014716.1_cds_AOA67055.1_1571
ppa:PAS_chr2-1_0030	lcl|CP014716.1_cds_AOA67479.1_1572
ppa:PAS_chr2-1_0031	lcl|CP014716.1_cds_AOA68066.1_1573
ppa:PAS_chr2-1_0031	lcl|CP014716.1_cds_AOA68066.1_1573
ppa:PAS_chr2-1_0032	lcl|CP014716.1_cds_AOA68077.1_1574
